,learning_rate_init,max_iter,beta_1,beta_2,batch_size,hidden_layer_sizes
0,0.00020640115375946267,718,0.5306281022580593,0.9368456932427275,96,"(230, 144, 177, 231, 98, 41, 203, 201, 87, 110)"
