,Mean absolute error train,Mean squared error train,R2 score train,Mean absolute error test,Mean squared error test,R2 score test
0,0.0012434628232956295,2.0953204298099024e-06,1.0,0.10463439664269394,0.04380961821094532,0.9908032778541562
