,Mean absolute error train,Mean squared error train,R2 score train,Mean absolute error test,Mean squared error test,R2 score test
0,3.666530271602316e-06,2.0703414846557897e-11,1.0,0.15544398303954027,0.08719403561933976,0.9816958158707366
