,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,random_strength,bagging_temperature,od_type,od_wait
0,3888,0.022025946464256766,4,0.715542006037439,Bayesian,6.999119671143481e-07,1.4093642364267867,Iter,27
