,Mean absolute error train,Mean squared error train,R2 score train,Mean absolute error test,Mean squared error test,R2 score test
0,4.935346748365142e-06,3.77383754027719e-11,1.0,0.14673180122075524,0.07381842853513827,0.9845036865372435
