,Mean absolute error train,Mean squared error train,R2 score train,Mean absolute error test,Mean squared error test,R2 score test
0,3.464546120365524e-08,6.471433445777253e-15,1.0,0.1466024426392623,0.06087442864009118,0.987220952182367
